election_id,kind,prefecture,seats,party,new,incumbent,former,total,source_page
h29-10-22,candidacy,奈良県,3,公明党,,,,,6
h29-10-22,candidacy,奈良県,3,日本共産党,3,,,3,6
h29-10-22,candidacy,奈良県,3,日本維新の会,1,,,1,6
h29-10-22,candidacy,奈良県,3,社会民主党,,,,,6
h29-10-22,candidacy,奈良県,3,希望の党,2,1,,3,6
h29-10-22,candidacy,奈良県,3,立憲民主党,,,,,6
h29-10-22,candidacy,和歌山県,3,自由民主党,,3,,3,6
h29-10-22,candidacy,和歌山県,3,公明党,,,,,6
h29-10-22,candidacy,和歌山県,3,日本共産党,3,,,3,6
h29-10-22,candidacy,和歌山県,3,日本維新の会,1,,,1,6
h29-10-22,candidacy,和歌山県,3,社会民主党,,,,,6
h29-10-22,candidacy,和歌山県,3,希望の党,1,1,,2,6
h29-10-22,candidacy,和歌山県,3,立憲民主党,,,,,6
h29-10-22,candidacy,鳥取県,2,自由民主党,,2,,2,6
h29-10-22,candidacy,鳥取県,2,公明党,,,,,6
h29-10-22,candidacy,鳥取県,2,日本共産党,2,,,2,6
h29-10-22,candidacy,鳥取県,2,日本維新の会,,,,,6
h29-10-22,candidacy,鳥取県,2,社会民主党,,,,,6
h29-10-22,candidacy,鳥取県,2,希望の党,,,1,1,6
h29-10-22,candidacy,鳥取県,2,立憲民主党,,,,,6
h29-10-22,candidacy,島根県,2,自由民主党,,2,,2,6
h29-10-22,candidacy,島根県,2,公明党,,,,,6
h29-10-22,candidacy,島根県,2,日本共産党,1,,,1,6
h29-10-22,candidacy,島根県,2,日本維新の会,,,,,6
h29-10-22,candidacy,島根県,2,社会民主党,1,,,1,6
h29-10-22,candidacy,島根県,2,希望の党,,,,,6
h29-10-22,candidacy,島根県,2,立憲民主党,1,,,1,6
h29-10-22,candidacy,岡山県,5,自由民主党,,4,,4,6
h29-10-22,candidacy,岡山県,5,公明党,,,,,6
h29-10-22,candidacy,岡山県,5,日本共産党,4,,,4,6
h29-10-22,candidacy,岡山県,5,日本維新の会,,,,,6
h29-10-22,candidacy,岡山県,5,社会民主党,,,,,6
h29-10-22,candidacy,岡山県,5,希望の党,1,2,2,5,6
h29-10-22,candidacy,岡山県,5,立憲民主党,,1,,1,6
h29-10-22,candidacy,広島県,7,自由民主党,,7,,7,6
h29-10-22,candidacy,広島県,7,公明党,,,,,6
h29-10-22,candidacy,広島県,7,日本共産党,6,,,6,6
h29-10-22,candidacy,広島県,7,日本維新の会,2,,1,3,6
h29-10-22,candidacy,広島県,7,社会民主党,,,,,6
h29-10-22,candidacy,広島県,7,希望の党,3,,2,5,6
h29-10-22,candidacy,広島県,7,立憲民主党,,,,,6
h29-10-22,candidacy,山口県,4,自由民主党,1,3,,4,6
h29-10-22,candidacy,山口県,4,公明党,,,,,6
h29-10-22,candidacy,山口県,4,日本共産党,3,,,3,6
h29-10-22,candidacy,山口県,4,日本維新の会,,,,,6
h29-10-22,candidacy,山口県,4,社会民主党,,,,,6
h29-10-22,candidacy,山口県,4,希望の党,2,,,2,6
h29-10-22,candidacy,山口県,4,立憲民主党,1,,,1,6
h29-10-22,candidacy,徳島県,2,自由民主党,,2,,2,6
h29-10-22,candidacy,徳島県,2,公明党,,,,,6
h29-10-22,candidacy,徳島県,2,日本共産党,2,,,2,6
h29-10-22,candidacy,徳島県,2,日本維新の会,,,,,6
h29-10-22,candidacy,徳島県,2,社会民主党,,,,,6
h29-10-22,candidacy,徳島県,2,希望の党,,,1,1,6
h29-10-22,candidacy,徳島県,2,立憲民主党,,,,,6
h29-10-22,candidacy,香川県,3,自由民主党,,3,,3,6
h29-10-22,candidacy,香川県,3,公明党,,,,,6
h29-10-22,candidacy,香川県,3,日本共産党,1,,,1,6
h29-10-22,candidacy,香川県,3,日本維新の会,,,,,6
h29-10-22,candidacy,香川県,3,社会民主党,1,,,1,6
h29-10-22,candidacy,香川県,3,希望の党,,2,,2,6
h29-10-22,candidacy,香川県,3,立憲民主党,,,,,6
h29-10-22,candidacy,愛媛県,4,自由民主党,1,3,,4,6
h29-10-22,candidacy,愛媛県,4,公明党,,,,,6
h29-10-22,candidacy,愛媛県,4,日本共産党,4,,,4,6
h29-10-22,candidacy,愛媛県,4,日本維新の会,,,1,1,6
h29-10-22,candidacy,愛媛県,4,社会民主党,,,,,6
h29-10-22,candidacy,愛媛県,4,希望の党,1,1,2,4,6
h29-10-22,candidacy,愛媛県,4,立憲民主党,,,,,6
h29-10-22,candidacy,高知県,2,自由民主党,,2,,2,6
h29-10-22,candidacy,高知県,2,公明党,,,,,6
h29-10-22,candidacy,高知県,2,日本共産党,1,,,1,6
h29-10-22,candidacy,高知県,2,日本維新の会,,,,,6
h29-10-22,candidacy,高知県,2,社会民主党,,,,,6
h29-10-22,candidacy,高知県,2,希望の党,1,,,1,6
h29-10-22,candidacy,高知県,2,立憲民主党,,,,,6
h29-10-22,candidacy,福岡県,11,自由民主党,,11,,11,6
h29-10-22,candidacy,福岡県,11,公明党,,,,,6
h29-10-22,candidacy,福岡県,11,日本共産党,7,2,,9,6
h29-10-22,candidacy,福岡県,11,日本維新の会,,1,,1,6
h29-10-22,candidacy,福岡県,11,社会民主党,1,,,1,6
h29-10-22,candidacy,福岡県,11,希望の党,3,1,3,7,6
h29-10-22,candidacy,福岡県,11,立憲民主党,,,2,2,6
h29-10-22,candidacy,佐賀県,2,自由民主党,,2,,2,6
h29-10-22,candidacy,佐賀県,2,公明党,,,,,6
h29-10-22,candidacy,佐賀県,2,日本共産党,1,,,1,6
h29-10-22,candidacy,佐賀県,2,日本維新の会,,,,,6
h29-10-22,candidacy,佐賀県,2,社会民主党,,,,,6
h29-10-22,candidacy,佐賀県,2,希望の党,,1,,1,6
h29-10-22,candidacy,佐賀県,2,立憲民主党,,,,,6
h29-10-22,candidacy,長崎県,4,自由民主党,,4,,4,6
h29-10-22,candidacy,長崎県,4,公明党,,,,,6
h29-10-22,candidacy,長崎県,4,日本共産党,4,,,4,6
h29-10-22,candidacy,長崎県,4,日本維新の会,1,,,1,6
h29-10-22,candidacy,長崎県,4,社会民主党,,,,,6
h29-10-22,candidacy,長崎県,4,希望の党,3,,1,4,6
h29-10-22,candidacy,長崎県,4,立憲民主党,,,,,6
h29-10-22,candidacy,熊本県,4,自由民主党,,4,,4,6
h29-10-22,candidacy,熊本県,4,公明党,,,,,6
h29-10-22,candidacy,熊本県,4,日本共産党,1,,,1,6
h29-10-22,candidacy,熊本県,4,日本維新の会,,,,,6
h29-10-22,candidacy,熊本県,4,社会民主党,1,,,1,6
h29-10-22,candidacy,熊本県,4,希望の党,,1,,1,6
h29-10-22,candidacy,熊本県,4,立憲民主党,,,1,1,6
h29-10-22,candidacy,大分県,3,自由民主党,,3,,3,6
h29-10-22,candidacy,大分県,3,公明党,,,,,6
h29-10-22,candidacy,大分県,3,日本共産党,1,,,1,6
h29-10-22,candidacy,大分県,3,日本維新の会,,,,,6
h29-10-22,candidacy,大分県,3,社会民主党,,1,,1,6
h29-10-22,candidacy,大分県,3,希望の党,,1,,1,6
h29-10-22,candidacy,大分県,3,立憲民主党,,,1,1,6
h29-10-22,candidacy,宮崎県,3,自由民主党,,3,,3,6
h29-10-22,candidacy,宮崎県,3,公明党,,,,,6
h29-10-22,candidacy,宮崎県,3,日本共産党,3,,,3,6
h29-10-22,candidacy,宮崎県,3,日本維新の会,,,,,6
h29-10-22,candidacy,宮崎県,3,社会民主党,,,,,6
h29-10-22,candidacy,宮崎県,3,希望の党,2,,,2,6
h29-10-22,candidacy,宮崎県,3,立憲民主党,,,,,6
h29-10-22,candidacy,鹿児島県,4,自由民主党,1,3,,4,6
h29-10-22,candidacy,鹿児島県,4,公明党,,,,,6
h29-10-22,candidacy,鹿児島県,4,日本共産党,2,,,2,6
h29-10-22,candidacy,鹿児島県,4,日本維新の会,,,1,1,6
h29-10-22,candidacy,鹿児島県,4,社会民主党,1,,,1,6
h29-10-22,candidacy,鹿児島県,4,希望の党,1,1,,2,6
h29-10-22,candidacy,鹿児島県,4,立憲民主党,,,1,1,6
h29-10-22,candidacy,沖縄県,4,自由民主党,,4,,4,6
h29-10-22,candidacy,沖縄県,4,公明党,,,,,6
h29-10-22,candidacy,沖縄県,4,日本共産党,,1,,1,6
h29-10-22,candidacy,沖縄県,4,日本維新の会,,1,,1,6
h29-10-22,candidacy,沖縄県,4,社会民主党,,1,,1,6
h29-10-22,candidacy,沖縄県,4,希望の党,,,,,6
h29-10-22,candidacy,沖縄県,4,立憲民主党,,,,,6
h29-10-22,candidacy,合計,289,自由民主党,14,259,4,277,6
h29-10-22,candidacy,合計,289,公明党,,9,,9,6
h29-10-22,candidacy,合計,289,日本共産党,195,11,,206,6
h29-10-22,candidacy,合計,289,日本維新の会,27,14,6,47,6
h29-10-22,candidacy,合計,289,社会民主党,16,2,1,19,6
h29-10-22,candidacy,合計,289,希望の党,98,55,45,198,6
h29-10-22,candidacy,合計,289,立憲民主党,32,15,16,63,6
h29-10-22,candidacy,北海道,12,__TOTAL__,11,15,4,30,7
h29-10-22,candidacy,青森県,3,__TOTAL__,7,3,,10,7
h29-10-22,candidacy,岩手県,3,__TOTAL__,1,5,1,7,7
h29-10-22,candidacy,宮城県,6,__TOTAL__,10,7,1,18,7
h29-10-22,candidacy,秋田県,3,__TOTAL__,5,4,,9,7
h29-10-22,candidacy,山形県,3,__TOTAL__,5,4,1,10,7
h29-10-22,candidacy,福島県,5,__TOTAL__,9,8,,17,7
h29-10-22,candidacy,茨城県,7,__TOTAL__,12,8,2,22,7
h29-10-22,candidacy,栃木県,5,__TOTAL__,9,6,1,16,7
h29-10-22,candidacy,群馬県,5,__TOTAL__,8,7,,15,7
h29-10-22,candidacy,埼玉県,15,__TOTAL__,29,23,2,54,7
h29-10-22,candidacy,千葉県,13,__TOTAL__,23,17,7,47,7
h29-10-22,candidacy,東京都,25,__TOTAL__,53,38,6,97,7
h29-10-22,candidacy,神奈川県,18,__TOTAL__,29,27,4,60,7
h29-10-22,candidacy,新潟県,6,__TOTAL__,6,9,,15,7
h29-10-22,candidacy,富山県,3,__TOTAL__,4,4,,8,7
h29-10-22,candidacy,石川県,3,__TOTAL__,6,2,2,10,7
h29-10-22,candidacy,福井県,2,__TOTAL__,3,2,1,6,7
h29-10-22,candidacy,山梨県,2,__TOTAL__,5,4,,9,7
h29-10-22,candidacy,長野県,5,__TOTAL__,9,7,2,18,7
h29-10-22,candidacy,岐阜県,5,__TOTAL__,8,5,2,15,7
h29-10-22,candidacy,静岡県,8,__TOTAL__,13,10,3,26,7
h29-10-22,candidacy,愛知県,15,__TOTAL__,17,25,4,46,7
h29-10-22,candidacy,三重県,4,__TOTAL__,3,7,1,11,7
h29-10-22,candidacy,滋賀県,4,__TOTAL__,9,4,,13,7
h29-10-22,candidacy,京都府,6,__TOTAL__,14,9,,23,7
h29-10-22,candidacy,大阪府,19,__TOTAL__,24,33,4,61,7
h29-10-22,candidacy,兵庫県,12,__TOTAL__,21,14,5,40,7
h29-10-22,candidacy,奈良県,3,__TOTAL__,6,3,1,10,7
h29-10-22,candidacy,和歌山県,3,__TOTAL__,5,4,,9,7
h29-10-22,candidacy,鳥取県,2,__TOTAL__,2,2,1,5,7
h29-10-22,candidacy,島根県,2,__TOTAL__,3,2,,5,7
h29-10-22,candidacy,岡山県,5,__TOTAL__,7,8,2,17,7
h29-10-22,candidacy,広島県,7,__TOTAL__,18,7,3,28,7
h29-10-22,candidacy,山口県,4,__TOTAL__,10,3,,13,7
h29-10-22,candidacy,徳島県,2,__TOTAL__,3,2,1,6,7
h29-10-22,candidacy,香川県,3,__TOTAL__,2,5,,7,7
h29-10-22,candidacy,愛媛県,4,__TOTAL__,7,4,3,14,7
h29-10-22,candidacy,高知県,2,__TOTAL__,3,2,,5,7
h29-10-22,candidacy,福岡県,11,__TOTAL__,13,15,5,33,7
h29-10-22,candidacy,佐賀県,2,__TOTAL__,2,4,,6,7
h29-10-22,candidacy,長崎県,4,__TOTAL__,8,4,1,13,7
h29-10-22,candidacy,熊本県,4,__TOTAL__,4,5,1,10,7
h29-10-22,candidacy,大分県,3,__TOTAL__,2,5,1,8,7
h29-10-22,candidacy,宮崎県,3,__TOTAL__,6,3,,9,7
h29-10-22,candidacy,鹿児島県,4,__TOTAL__,7,4,2,13,7
h29-10-22,candidacy,沖縄県,4,__TOTAL__,3,9,,12,7
h29-10-22,candidacy,合計,289,__TOTAL__,464,398,74,936,7
