election_id,block,party,divisor,quotient,seat_rank,source_page
r06-10-27,北関東,日本維新の会,18,21729.778,,85
r06-10-27,北関東,自由民主党,19,84402.316,,85
r06-10-27,北関東,自由民主党,20,80182.200,,85
r06-10-27,北関東,自由民主党,21,76364.000,,85
r06-10-27,北関東,社会民主党,1,87247.000,,86
r06-10-27,北関東,立憲民主党,1,1283911.293,2,86
r06-10-27,北関東,れいわ新選組,1,419511.000,9,86
r06-10-27,北関東,立憲民主党,2,641955.647,6,86
r06-10-27,北関東,れいわ新選組,2,209755.500,,86
r06-10-27,北関東,立憲民主党,3,427970.431,8,86
r06-10-27,北関東,れいわ新選組,3,139837.000,,86
r06-10-27,北関東,立憲民主党,4,320977.823,14,86
r06-10-27,北関東,立憲民主党,5,256782.259,17,86
r06-10-27,北関東,立憲民主党,6,213985.216,,86
r06-10-27,北関東,立憲民主党,7,183415.899,,86
r06-10-27,北関東,立憲民主党,8,160488.912,,86
r06-10-27,北関東,立憲民主党,9,142656.810,,86
r06-10-27,北関東,立憲民主党,10,128391.129,,86
r06-10-27,北関東,立憲民主党,11,116719.208,,86
r06-10-27,北関東,立憲民主党,12,106992.608,,86
r06-10-27,北関東,立憲民主党,13,98762.407,,86
r06-10-27,北関東,立憲民主党,14,91707.950,,86
r06-10-27,北関東,立憲民主党,15,85594.086,,86
r06-10-27,北関東,立憲民主党,16,80244.456,,86
r06-10-27,南関東,日本保守党,1,191169.000,,87
r06-10-27,南関東,日本維新の会,1,536161.000,9,87
r06-10-27,南関東,社会民主党,1,109959.000,,87
r06-10-27,南関東,自由民主党,1,1822230.000,1,87
r06-10-27,南関東,立憲民主党,1,1700535.202,2,87
r06-10-27,南関東,公明党,1,729980.000,6,87
r06-10-27,南関東,れいわ新選組,1,472519.000,10,87
r06-10-27,南関東,日本保守党,2,95584.500,,87
r06-10-27,南関東,日本維新の会,2,268080.500,21,87
r06-10-27,南関東,自由民主党,2,911115.000,3,87
r06-10-27,南関東,立憲民主党,2,850267.601,5,87
r06-10-27,南関東,公明党,2,364990.000,15,87
r06-10-27,南関東,れいわ新選組,2,236259.500,,87
r06-10-27,南関東,日本保守党,3,63723.000,,87
r06-10-27,南関東,日本維新の会,3,178720.333,,87
r06-10-27,南関東,自由民主党,3,607410.000,7,87
r06-10-27,南関東,立憲民主党,3,566845.067,8,87
r06-10-27,南関東,公明党,3,243326.667,,87
r06-10-27,南関東,れいわ新選組,3,157506.333,,87
r06-10-27,南関東,日本保守党,4,47792.250,,87
r06-10-27,南関東,日本維新の会,4,134040.250,,87
r06-10-27,南関東,自由民主党,4,455557.500,11,87
r06-10-27,南関東,立憲民主党,4,425133.801,14,87
r06-10-27,南関東,公明党,4,182495.000,,87
r06-10-27,南関東,日本保守党,5,38233.800,,87
r06-10-27,南関東,日本維新の会,5,107232.200,,87
r06-10-27,南関東,自由民主党,5,364446.000,16,87
r06-10-27,南関東,立憲民主党,5,340107.040,17,87
r06-10-27,南関東,日本維新の会,6,89360.167,,87
r06-10-27,南関東,自由民主党,6,303705.000,18,87
r06-10-27,南関東,立憲民主党,6,283422.534,20,87
r06-10-27,南関東,日本維新の会,7,76594.429,,87
r06-10-27,南関東,自由民主党,7,260318.571,23,87
r06-10-27,南関東,立憲民主党,7,242933.600,,87
r06-10-27,南関東,日本維新の会,8,67020.125,,87
r06-10-27,南関東,自由民主党,8,227778.750,,87
r06-10-27,南関東,立憲民主党,8,212566.900,,87
r06-10-27,南関東,日本維新の会,9,59573.444,,87
r06-10-27,南関東,自由民主党,9,202470.000,,87
r06-10-27,南関東,立憲民主党,9,188948.356,,87
r06-10-27,南関東,日本維新の会,10,53616.100,,87
r06-10-27,南関東,自由民主党,10,182223.000,,87
r06-10-27,南関東,立憲民主党,10,170053.520,,87
r06-10-27,南関東,日本維新の会,11,48741.909,,87
r06-10-27,南関東,自由民主党,11,165657.273,,87
r06-10-27,南関東,立憲民主党,11,154594.109,,87
r06-10-27,南関東,日本維新の会,12,44680.083,,87
r06-10-27,南関東,自由民主党,12,151852.500,,87
r06-10-27,南関東,立憲民主党,12,141711.267,,87
r06-10-27,南関東,日本維新の会,13,41243.154,,87
r06-10-27,南関東,自由民主党,13,140171.538,,87
r06-10-27,南関東,立憲民主党,13,130810.400,,87
r06-10-27,南関東,日本維新の会,14,38297.214,,87
r06-10-27,南関東,自由民主党,14,130159.286,,87
r06-10-27,南関東,立憲民主党,14,121466.800,,87
r06-10-27,南関東,日本維新の会,15,35744.067,,87
r06-10-27,南関東,自由民主党,15,121482.000,,87
r06-10-27,南関東,日本維新の会,16,33510.063,,87
r06-10-27,南関東,自由民主党,16,113889.375,,87
r06-10-27,南関東,日本維新の会,17,31538.882,,87
r06-10-27,南関東,自由民主党,17,107190.000,,87
r06-10-27,南関東,日本維新の会,18,29786.722,,87
r06-10-27,南関東,自由民主党,18,101235.000,,87
r06-10-27,南関東,自由民主党,19,95906.842,,87
r06-10-27,南関東,自由民主党,20,91111.500,,87
r06-10-27,南関東,日本共産党,1,437724.000,13,88
r06-10-27,南関東,国民民主党,1,907123.654,4,88
r06-10-27,南関東,参政党,1,267145.000,22,88
r06-10-27,南関東,日本共産党,2,218862.000,,88
r06-10-27,南関東,国民民主党,2,453561.827,12,88
r06-10-27,南関東,参政党,2,133572.500,,88
r06-10-27,南関東,日本共産党,3,145908.000,,88
r06-10-27,南関東,国民民主党,3,302374.551,19,88
r06-10-27,南関東,国民民主党,4,226780.914,,88
r06-10-27,東京都,日本共産党,1,498565.000,9,89
r06-10-27,東京都,立憲民主党,1,1298166.012,2,89
r06-10-27,東京都,れいわ新選組,1,451865.000,11,89
r06-10-27,東京都,社会民主党,1,96302.000,,89
r06-10-27,東京都,公明党,1,573191.000,6,89
r06-10-27,東京都,日本維新の会,1,516610.000,7,89
r06-10-27,東京都,参政党,1,237271.000,,89
r06-10-27,東京都,日本共産党,2,249282.500,,89
r06-10-27,東京都,立憲民主党,2,649083.006,5,89
r06-10-27,東京都,れいわ新選組,2,225932.500,,89
r06-10-27,東京都,公明党,2,286595.500,17,89
r06-10-27,東京都,日本維新の会,2,258305.000,19,89
r06-10-27,東京都,日本共産党,3,166188.333,,89
r06-10-27,東京都,立憲民主党,3,432722.004,12,89
r06-10-27,東京都,れいわ新選組,3,150621.667,,89
r06-10-27,東京都,公明党,3,191063.667,,89
r06-10-27,東京都,日本維新の会,3,172203.333,,89
r06-10-27,東京都,日本共産党,4,124641.250,,89
r06-10-27,東京都,立憲民主党,4,324541.503,14,89
r06-10-27,東京都,れいわ新選組,4,112966.250,,89
r06-10-27,東京都,公明党,4,143297.750,,89
r06-10-27,東京都,日本維新の会,4,129152.500,,89
r06-10-27,東京都,日本共産党,5,99713.000,,89
r06-10-27,東京都,立憲民主党,5,259633.202,18,89
r06-10-27,東京都,日本維新の会,5,103322.000,,89
r06-10-27,東京都,立憲民主党,6,216361.002,,89
r06-10-27,東京都,日本維新の会,6,86101.667,,89
r06-10-27,東京都,立憲民主党,7,185452.287,,89
r06-10-27,東京都,日本維新の会,7,73801.429,,89
r06-10-27,東京都,立憲民主党,8,162270.752,,89
r06-10-27,東京都,日本維新の会,8,64576.250,,89
r06-10-27,東京都,立憲民主党,9,144240.668,,89
r06-10-27,東京都,日本維新の会,9,57401.111,,89
r06-10-27,東京都,立憲民主党,10,129816.601,,89
r06-10-27,東京都,日本維新の会,10,51661.000,,89
r06-10-27,東京都,日本維新の会,11,46964.545,,89
r06-10-27,東京都,日本維新の会,12,43050.833,,89
r06-10-27,東京都,日本維新の会,13,39739.231,,89
r06-10-27,東京都,日本維新の会,14,36900.714,,89
r06-10-27,東京都,日本維新の会,15,34440.667,,89
r06-10-27,東京都,日本維新の会,16,32288.125,,89
r06-10-27,東京都,日本維新の会,17,30388.824,,89
r06-10-27,東京都,日本維新の会,18,28700.556,,89
r06-10-27,東京都,日本維新の会,19,27190.000,,89
r06-10-27,東京都,国民民主党,1,945460.918,3,90
r06-10-27,東京都,自由民主党,1,1498632.000,1,90
r06-10-27,東京都,日本保守党,1,201770.000,,90
r06-10-27,東京都,国民民主党,2,472730.459,10,90
r06-10-27,東京都,自由民主党,2,749316.000,4,90
r06-10-27,東京都,日本保守党,2,100885.000,,90
r06-10-27,東京都,国民民主党,3,315153.639,15,90
r06-10-27,東京都,自由民主党,3,499544.000,8,90
r06-10-27,東京都,日本保守党,3,67256.667,,90
r06-10-27,東京都,国民民主党,4,236365.230,,90
r06-10-27,東京都,自由民主党,4,374658.000,13,90
r06-10-27,東京都,日本保守党,4,50442.500,,90
r06-10-27,東京都,国民民主党,5,189092.184,,90
r06-10-27,東京都,自由民主党,5,299726.400,16,90
r06-10-27,東京都,国民民主党,6,157576.820,,90
r06-10-27,東京都,自由民主党,6,249772.000,,90
r06-10-27,東京都,国民民主党,7,135065.845,,90
r06-10-27,東京都,自由民主党,7,214090.286,,90
r06-10-27,東京都,国民民主党,8,118182.615,,90
r06-10-27,東京都,自由民主党,8,187329.000,,90
r06-10-27,東京都,国民民主党,9,105051.213,,90
r06-10-27,東京都,自由民主党,9,166514.667,,90
r06-10-27,東京都,国民民主党,10,94546.092,,90
r06-10-27,東京都,自由民主党,10,149863.200,,90
r06-10-27,東京都,国民民主党,11,85950.993,,90
r06-10-27,東京都,自由民主党,11,136239.273,,90
r06-10-27,東京都,自由民主党,12,124886.000,,90
r06-10-27,東京都,自由民主党,13,115279.385,,90
r06-10-27,東京都,自由民主党,14,107045.143,,90
r06-10-27,東京都,自由民主党,15,99908.800,,90
r06-10-27,東京都,自由民主党,16,93664.500,,90
r06-10-27,東京都,自由民主党,17,88154.824,,90
r06-10-27,東京都,自由民主党,18,83257.333,,90
r06-10-27,北陸信越,日本維新の会,1,228617.000,10,91
r06-10-27,北陸信越,公明党,1,258634.000,9,91
r06-10-27,北陸信越,参政党,1,100050.000,,91
r06-10-27,北陸信越,社会民主党,1,61928.000,,91
r06-10-27,北陸信越,日本共産党,1,181910.000,,91
r06-10-27,北陸信越,立憲民主党,1,818773.297,2,91
r06-10-27,北陸信越,国民民主党,1,341114.540,6,91
r06-10-27,北陸信越,日本維新の会,2,114308.500,,91
r06-10-27,北陸信越,公明党,2,129317.000,,91
r06-10-27,北陸信越,日本共産党,2,90955.000,,91
r06-10-27,北陸信越,立憲民主党,2,409386.649,4,91
r06-10-27,北陸信越,国民民主党,2,170557.270,,91
r06-10-27,北陸信越,日本維新の会,3,76205.667,,91
r06-10-27,北陸信越,立憲民主党,3,272924.432,7,91
r06-10-27,北陸信越,日本維新の会,4,57154.250,,91
r06-10-27,北陸信越,立憲民主党,4,204693.324,,91
r06-10-27,北陸信越,日本維新の会,5,45723.400,,91
r06-10-27,北陸信越,立憲民主党,5,163754.659,,91
r06-10-27,北陸信越,立憲民主党,6,136462.216,,91
r06-10-27,北陸信越,立憲民主党,7,116967.614,,91
r06-10-27,北陸信越,れいわ新選組,1,216659.000,,92
r06-10-27,北陸信越,自由民主党,1,1053516.000,1,92
r06-10-27,北陸信越,自由民主党,2,526758.000,3,92
r06-10-27,北陸信越,自由民主党,3,351172.000,5,92
r06-10-27,北陸信越,自由民主党,4,263379.000,8,92
r06-10-27,北陸信越,自由民主党,5,210703.200,,92
r06-10-27,北陸信越,自由民主党,6,175586.000,,92
r06-10-27,北陸信越,自由民主党,7,150502.286,,92
r06-10-27,北陸信越,自由民主党,8,131689.500,,92
r06-10-27,北陸信越,自由民主党,9,117057.333,,92
r06-10-27,北陸信越,自由民主党,10,105351.600,,92
r06-10-27,北陸信越,自由民主党,11,95774.182,,92
r06-10-27,北陸信越,自由民主党,12,87793.000,,92
r06-10-27,北陸信越,自由民主党,13,81039.692,,92
r06-10-27,北陸信越,自由民主党,14,75251.143,,92
r06-10-27,北陸信越,自由民主党,15,70234.400,,92
r06-10-27,北陸信越,自由民主党,16,65844.750,,92
r06-10-27,東海,日本維新の会,1,427368.000,11,93
r06-10-27,東海,国民民主党,1,856909.462,4,93
r06-10-27,東海,公明党,1,665939.000,6,93
r06-10-27,東海,日本保守党,1,255726.000,18,93
r06-10-27,東海,日本共産党,1,334599.000,14,93
r06-10-27,東海,立憲民主党,1,1474091.358,2,93
r06-10-27,東海,自由民主党,1,1717737.000,1,93
r06-10-27,東海,日本維新の会,2,213684.000,,93
r06-10-27,東海,公明党,2,332969.500,15,93
r06-10-27,東海,日本保守党,2,127863.000,,93
r06-10-27,東海,日本共産党,2,167299.500,,93
r06-10-27,東海,立憲民主党,2,737045.679,5,93
r06-10-27,東海,自由民主党,2,858868.500,3,93
r06-10-27,東海,日本維新の会,3,142456.000,,93
r06-10-27,東海,公明党,3,221979.667,,93
r06-10-27,東海,日本保守党,3,85242.000,,93
r06-10-27,東海,日本共産党,3,111533.000,,93
r06-10-27,東海,立憲民主党,3,491363.786,9,93
r06-10-27,東海,自由民主党,3,572579.000,7,93
r06-10-27,東海,日本維新の会,4,106842.000,,93
r06-10-27,東海,公明党,4,166484.750,,93
r06-10-27,東海,日本保守党,4,63931.500,,93
r06-10-27,東海,立憲民主党,4,368522.840,12,93
r06-10-27,東海,自由民主党,4,429434.250,10,93
r06-10-27,東海,日本維新の会,5,85473.600,,93
r06-10-27,東海,日本保守党,5,51145.200,,93
r06-10-27,東海,立憲民主党,5,294818.272,16,93
r06-10-27,東海,自由民主党,5,343547.400,13,93
r06-10-27,東海,日本維新の会,6,71228.000,,93
r06-10-27,東海,立憲民主党,6,245681.893,20,93
r06-10-27,東海,自由民主党,6,286289.500,17,93
r06-10-27,東海,日本維新の会,7,61052.571,,93
r06-10-27,東海,立憲民主党,7,210584.480,,93
r06-10-27,東海,自由民主党,7,245391.000,21,93
r06-10-27,東海,日本維新の会,8,53421.000,,93
r06-10-27,東海,立憲民主党,8,184261.420,,93
r06-10-27,東海,自由民主党,8,214717.125,,93
r06-10-27,東海,日本維新の会,9,47485.333,,93
r06-10-27,東海,立憲民主党,9,163787.929,,93
r06-10-27,東海,自由民主党,9,190859.667,,93
r06-10-27,東海,日本維新の会,10,42736.800,,93
r06-10-27,東海,立憲民主党,10,147409.136,,93
r06-10-27,東海,自由民主党,10,171773.700,,93
r06-10-27,東海,立憲民主党,11,134008.305,,93
r06-10-27,東海,自由民主党,11,156157.909,,93
r06-10-27,東海,立憲民主党,12,122840.947,,93
r06-10-27,東海,自由民主党,12,143144.750,,93
r06-10-27,東海,立憲民主党,13,113391.643,,93
r06-10-27,東海,自由民主党,13,132133.615,,93
r06-10-27,東海,立憲民主党,14,105292.240,,93
r06-10-27,東海,自由民主党,14,122695.500,,93
r06-10-27,東海,自由民主党,15,114515.800,,93
r06-10-27,東海,自由民主党,16,107358.563,,93
r06-10-27,東海,自由民主党,17,101043.353,,93
r06-10-27,東海,自由民主党,18,95429.833,,93
r06-10-27,東海,自由民主党,19,90407.211,,93
r06-10-27,東海,自由民主党,20,85886.850,,93
r06-10-27,東海,自由民主党,21,81797.000,,93
r06-10-27,東海,自由民主党,22,78078.955,,93
r06-10-27,東海,自由民主党,23,74684.217,,93
r06-10-27,東海,自由民主党,24,71572.375,,93
r06-10-27,東海,参政党,1,179069.000,,94
r06-10-27,東海,社会民主党,1,90708.000,,94
r06-10-27,東海,れいわ新選組,1,506112.000,8,94
r06-10-27,東海,れいわ新選組,2,253056.000,19,94
r06-10-27,東海,れいわ新選組,3,168704.000,,94
r06-10-27,近畿,自由民主党,1,1837859.000,2,95
r06-10-27,近畿,日本維新の会,1,2069796.000,1,95
r06-10-27,近畿,国民民主党,1,739441.538,7,95
r06-10-27,近畿,参政党,1,350211.000,20,95
r06-10-27,近畿,れいわ新選組,1,557899.000,12,95
r06-10-27,近畿,社会民主党,1,99161.000,,95
r06-10-27,近畿,公明党,1,1030324.000,5,95
r06-10-27,近畿,自由民主党,2,918929.500,6,95
r06-10-27,近畿,日本維新の会,2,1034898.000,4,95
r06-10-27,近畿,国民民主党,2,369720.769,18,95
r06-10-27,近畿,参政党,2,175105.500,,95
r06-10-27,近畿,れいわ新選組,2,278949.500,28,95
r06-10-27,近畿,公明党,2,515162.000,14,95
r06-10-27,近畿,自由民主党,3,612619.667,11,95
r06-10-27,近畿,日本維新の会,3,689932.000,8,95
r06-10-27,近畿,れいわ新選組,3,185966.333,,95
r06-10-27,近畿,公明党,3,343441.333,22,95
r06-10-27,近畿,自由民主党,4,459464.750,15,95
r06-10-27,近畿,日本維新の会,4,517449.000,13,95
r06-10-27,近畿,れいわ新選組,4,139474.750,,95
r06-10-27,近畿,公明党,4,257581.000,,95
r06-10-27,近畿,自由民主党,5,367571.800,19,95
r06-10-27,近畿,日本維新の会,5,413959.200,17,95
r06-10-27,近畿,公明党,5,206064.800,,95
r06-10-27,近畿,自由民主党,6,306309.833,25,95
r06-10-27,近畿,日本維新の会,6,344966.000,21,95
r06-10-27,近畿,自由民主党,7,262551.286,,95
r06-10-27,近畿,日本維新の会,7,295685.143,26,95
r06-10-27,近畿,自由民主党,8,229732.375,,95
r06-10-27,近畿,日本維新の会,8,258724.500,,95
r06-10-27,近畿,自由民主党,9,204206.556,,95
r06-10-27,近畿,日本維新の会,9,229977.333,,95
r06-10-27,近畿,自由民主党,10,183785.900,,95
r06-10-27,近畿,日本維新の会,10,206979.600,,95
r06-10-27,近畿,自由民主党,11,167078.091,,95
r06-10-27,近畿,日本維新の会,11,188163.273,,95
r06-10-27,近畿,自由民主党,12,153154.917,,95
r06-10-27,近畿,日本維新の会,12,172483.000,,95
r06-10-27,近畿,自由民主党,13,141373.769,,95
r06-10-27,近畿,日本維新の会,13,159215.077,,95
r06-10-27,近畿,自由民主党,14,131275.643,,95
r06-10-27,近畿,日本維新の会,14,147842.571,,95
r06-10-27,近畿,自由民主党,15,122523.933,,95
r06-10-27,近畿,日本維新の会,15,137986.400,,95
r06-10-27,近畿,自由民主党,16,114866.188,,95
r06-10-27,近畿,日本維新の会,16,129362.250,,95
r06-10-27,近畿,自由民主党,17,108109.353,,95
r06-10-27,近畿,日本維新の会,17,121752.706,,95
r06-10-27,近畿,自由民主党,18,102103.278,,95
r06-10-27,近畿,日本維新の会,18,114988.667,,95
r06-10-27,近畿,自由民主党,19,96729.421,,95
r06-10-27,近畿,日本維新の会,19,108936.632,,95
r06-10-27,近畿,自由民主党,20,91892.950,,95
r06-10-27,近畿,日本維新の会,20,103489.800,,95
r06-10-27,近畿,自由民主党,21,87517.095,,95
r06-10-27,近畿,日本維新の会,21,98561.714,,95
r06-10-27,近畿,自由民主党,22,83539.045,,95
r06-10-27,近畿,日本維新の会,22,94081.636,,95
r06-10-27,近畿,自由民主党,23,79906.913,,95
r06-10-27,近畿,自由民主党,24,76577.458,,95
r06-10-27,近畿,自由民主党,25,73514.360,,95
r06-10-27,近畿,自由民主党,26,70686.885,,95
r06-10-27,近畿,立憲民主党,1,1247328.218,3,96
r06-10-27,近畿,日本保守党,1,288326.000,27,96
r06-10-27,近畿,日本共産党,1,649195.000,9,96
r06-10-27,近畿,立憲民主党,2,623664.109,10,96
r06-10-27,近畿,日本保守党,2,144163.000,,96
r06-10-27,近畿,日本共産党,2,324597.500,23,96
r06-10-27,近畿,立憲民主党,3,415776.073,16,96
r06-10-27,近畿,日本保守党,3,96108.667,,96
r06-10-27,近畿,日本共産党,3,216398.333,,96
r06-10-27,近畿,立憲民主党,4,311832.055,24,96
r06-10-27,近畿,日本保守党,4,72081.500,,96
r06-10-27,近畿,日本共産党,4,162298.750,,96
r06-10-27,近畿,立憲民主党,5,249465.644,,96
r06-10-27,近畿,日本保守党,5,57665.200,,96
r06-10-27,近畿,日本共産党,5,129839.000,,96
r06-10-27,近畿,立憲民主党,6,207888.036,,96
r06-10-27,近畿,日本保守党,6,48054.333,,96
r06-10-27,近畿,立憲民主党,7,178189.745,,96
r06-10-27,近畿,立憲民主党,8,155916.027,,96
r06-10-27,近畿,立憲民主党,9,138592.024,,96
r06-10-27,近畿,立憲民主党,10,124732.822,,96
r06-10-27,近畿,立憲民主党,11,113393.474,,96
r06-10-27,近畿,立憲民主党,12,103944.018,,96
r06-10-27,近畿,立憲民主党,13,95948.324,,96
r06-10-27,近畿,立憲民主党,14,89094.873,,96
r06-10-27,近畿,立憲民主党,15,83155.215,,96
r06-10-27,近畿,立憲民主党,16,77958.014,,96
r06-10-27,近畿,立憲民主党,17,73372.248,,96
r06-10-27,近畿,立憲民主党,18,69296.012,,96
r06-10-27,近畿,立憲民主党,19,65648.854,,96
r06-10-27,近畿,立憲民主党,20,62366.411,,96
r06-10-27,近畿,立憲民主党,21,59396.582,,96
r06-10-27,近畿,立憲民主党,22,56696.737,,96
r06-10-27,中国,日本共産党,1,149218.000,,97
r06-10-27,中国,国民民主党,1,307680.728,6,97
r06-10-27,中国,立憲民主党,1,572599.156,2,97
r06-10-27,中国,社会民主党,1,53620.000,,97
r06-10-27,中国,参政党,1,88358.000,,97
r06-10-27,中国,日本維新の会,1,187517.000,,97
r06-10-27,中国,れいわ新選組,1,173622.000,,97
r06-10-27,中国,日本共産党,2,74609.000,,97
r06-10-27,中国,国民民主党,2,153840.364,,97
r06-10-27,中国,立憲民主党,2,286299.578,7,97
r06-10-27,中国,日本維新の会,2,93758.500,,97
r06-10-27,中国,国民民主党,3,102560.243,,97
r06-10-27,中国,立憲民主党,3,190866.385,10,97
r06-10-27,中国,日本維新の会,3,62505.667,,97
r06-10-27,中国,立憲民主党,4,143149.789,,97
