election_id,block,party,list_rank,name,elected_order,elected_pr,smd_result,sekihai_rate,sekihai_excluded,dual_candidacy,source_page
r06-10-27,北関東,自由民主党,1,小泉りゅうじ,,false,当,100.000,false,true,54
r06-10-27,北関東,自由民主党,1,田中良生,,false,当,100.000,false,true,54
r06-10-27,北関東,自由民主党,1,つちや品子,,false,当,100.000,false,true,54
r06-10-27,北関東,自由民主党,1,中野ひでゆき,1,true,落,90.728,false,true,54
r06-10-27,北関東,自由民主党,1,国光あやの,2,true,落,89.098,false,true,54
r06-10-27,北関東,自由民主党,1,ながおか桂子,3,true,落,88.572,false,true,54
r06-10-27,北関東,自由民主党,1,田所よしのり,4,true,落,81.661,false,true,54
r06-10-27,北関東,自由民主党,1,さとう勉,5,true,落,77.930,false,true,54
r06-10-27,北関東,自由民主党,1,いがらし清,6,true,落,75.983,false,true,54
r06-10-27,北関東,自由民主党,1,野中あつし,7,true,落,73.937,false,true,54
r06-10-27,北関東,自由民主党,1,牧原ひでき,,false,落,72.602,false,true,54
r06-10-27,北関東,自由民主党,1,石川あきまさ,,false,落,72.597,false,true,54
r06-10-27,北関東,自由民主党,1,山口すすむ,,false,落,69.436,false,true,54
r06-10-27,北関東,自由民主党,26,小倉悠里,,false,,,false,false,54
r06-10-27,北関東,自由民主党,27,西條昌良,,false,,,false,false,54
r06-10-27,北関東,自由民主党,28,原かずたか,,false,,,false,false,54
r06-10-27,北関東,自由民主党,29,須賀敬史,,false,,,false,false,54
r06-10-27,北関東,自由民主党,30,浅井昌志,,false,,,false,false,54
r06-10-27,北関東,自由民主党,31,友田雅明,,false,,,false,false,54
r06-10-27,北関東,自由民主党,32,増田勝,,false,,,false,false,54
r06-10-27,北関東,自由民主党,33,下田彰一,,false,,,false,false,54
r06-10-27,北関東,自由民主党,34,冨山ひで子,,false,,,false,false,54
r06-10-27,北関東,自由民主党,35,山崎大二郎,,false,,,false,false,54
r06-10-27,北関東,自由民主党,36,小菅亜希子,,false,,,false,false,54
r06-10-27,北関東,日本維新の会,1,高橋英明,1,true,落,59.563,false,true,55
r06-10-27,北関東,参政党,1,大津力,,false,,,false,false,55
r06-10-27,北関東,公明党,1,こしみず恵一,1,true,,,false,false,55
r06-10-27,北関東,社会民主党,1,土屋香織,,false,,,false,false,55
r06-10-27,北関東,日本維新の会,1,柏倉ゆうじ,,false,落,58.073,false,true,55
r06-10-27,北関東,公明党,2,福重隆浩,2,true,,,false,false,55
r06-10-27,北関東,日本維新の会,1,沢田良,,false,落,53.881,false,true,55
r06-10-27,北関東,公明党,3,山口良治,3,true,,,false,false,55
r06-10-27,北関東,日本維新の会,1,中村りか,,false,落,44.877,false,true,55
r06-10-27,北関東,公明党,4,大塚英樹,,false,,,false,false,55
r06-10-27,北関東,日本維新の会,1,渡辺やすゆき,,false,落,41.458,false,true,55
r06-10-27,北関東,日本維新の会,1,加来たけよし,,false,落,40.777,false,true,55
r06-10-27,北関東,日本維新の会,1,中島ゆみこ,,false,落,38.235,false,true,55
r06-10-27,北関東,日本維新の会,1,伊勢田みちこ,,false,落,37.201,false,true,55
r06-10-27,北関東,日本維新の会,1,中原よしむね,,false,落,35.094,false,true,55
r06-10-27,北関東,日本維新の会,1,石川たかみ,,false,落,32.059,false,true,55
r06-10-27,北関東,日本維新の会,1,いまむら敏昭,,false,落,30.388,false,true,55
r06-10-27,北関東,日本維新の会,1,橋口なほ,,false,落,28.375,false,true,55
r06-10-27,北関東,日本維新の会,1,むとうひろみつ,,false,落,27.755,false,true,55
r06-10-27,北関東,日本維新の会,1,近藤ひでまさ,,false,落,26.086,false,true,55
r06-10-27,北関東,日本維新の会,1,いちの一馬,,false,落,25.540,false,true,55
r06-10-27,北関東,日本維新の会,1,むとうゆう子,,false,落,25.061,false,true,55
r06-10-27,北関東,日本維新の会,1,ほそやみえこ,,false,落,23.218,false,true,55
r06-10-27,北関東,日本維新の会,1,あさのめ義英,,false,落,,true,true,55
r06-10-27,北関東,日本維新の会,1,やこう勘司,,false,落,20.118,false,true,55
r06-10-27,北関東,立憲民主党,1,青山やまと,,false,当,100.000,false,true,56
r06-10-27,北関東,れいわ新選組,1,高井たかし,1,true,落,36.194,false,true,56
r06-10-27,北関東,立憲民主党,1,福田あきお,,false,当,100.000,false,true,56
r06-10-27,北関東,れいわ新選組,2,長谷川ういこ,,false,,,false,false,56
r06-10-27,北関東,立憲民主党,1,藤岡たかお,,false,当,100.000,false,true,56
r06-10-27,北関東,れいわ新選組,3,前田健司,,false,,,false,false,56
r06-10-27,北関東,立憲民主党,1,えだの幸男,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,大島あつし,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,こみやま泰子,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,すぎむら慎治,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,坂本ゆうのすけ,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,森田としかず,,false,当,100.000,false,true,56
r06-10-27,北関東,立憲民主党,1,長谷川かいち,1,true,落,99.714,false,true,56
r06-10-27,北関東,立憲民主党,1,たけまさ公一,2,true,落,96.235,false,true,56
r06-10-27,北関東,立憲民主党,1,三角そうた,3,true,落,96.016,false,true,56
r06-10-27,北関東,立憲民主党,1,竹内千春,4,true,落,86.704,false,true,56
r06-10-27,北関東,立憲民主党,1,いちき伴子,5,true,落,83.219,false,true,56
r06-10-27,北関東,立憲民主党,1,高木れんたろう,,false,落,81.591,false,true,56
r06-10-27,北関東,立憲民主党,1,板津ゆか,,false,落,80.316,false,true,56
r06-10-27,北関東,立憲民主党,1,かじおか博樹,,false,落,75.624,false,true,56
r06-10-27,北関東,立憲民主党,1,白井けいこ,,false,落,67.953,false,true,56
r06-10-27,北関東,立憲民主党,1,いが央,,false,落,67.872,false,true,56
r06-10-27,北関東,立憲民主党,1,山田ひろき,,false,落,58.330,false,true,56
r06-10-27,北関東,立憲民主党,1,島田誠,,false,落,54.053,false,true,56
r06-10-27,北関東,立憲民主党,1,まつうら玄嗣,,false,落,47.369,false,true,56
r06-10-27,北関東,立憲民主党,23,若林幸子,,false,,,false,false,56
r06-10-27,北関東,立憲民主党,24,木村誠,,false,,,false,false,56
r06-10-27,北関東,立憲民主党,25,渡會光恵,,false,,,false,false,56
r06-10-27,南関東,日本保守党,1,小坂英二,,false,,,false,false,57
r06-10-27,南関東,日本維新の会,1,金村りゅうな,1,true,落,89.092,false,true,57
r06-10-27,南関東,社会民主党,1,佐々木かつみ,,false,落,31.020,false,true,57
r06-10-27,南関東,自由民主党,1,小林たかゆき,,false,当,100.000,false,true,57
r06-10-27,南関東,日本保守党,2,大河内元喜,,false,,,false,false,57
r06-10-27,南関東,日本維新の会,1,藤巻けんた,2,true,落,42.585,false,true,57
r06-10-27,南関東,社会民主党,1,原田よしやす,,false,落,,true,true,57
r06-10-27,南関東,自由民主党,1,さいとう健,,false,当,100.000,false,true,57
r06-10-27,南関東,日本保守党,3,森健太郎,,false,,,false,false,57
r06-10-27,南関東,日本維新の会,1,久坂くにえ,,false,落,42.068,false,true,57
r06-10-27,南関東,自由民主党,1,小池まさあき,,false,当,100.000,false,true,57
r06-10-27,南関東,日本保守党,4,渡邉紀明,,false,,,false,false,57
r06-10-27,南関東,日本維新の会,1,横田光弘,,false,落,40.399,false,true,57
r06-10-27,南関東,自由民主党,1,浜田やすかず,,false,当,100.000,false,true,57
r06-10-27,南関東,日本保守党,5,服部徹,,false,,,false,false,57
r06-10-27,南関東,日本維新の会,1,そえだ勝,,false,落,39.850,false,true,57
r06-10-27,南関東,自由民主党,1,松本ひさし,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,田沼たかし,,false,落,38.262,false,true,57
r06-10-27,南関東,自由民主党,1,中西けんじ,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,金子洋一,,false,落,37.883,false,true,57
r06-10-27,南関東,自由民主党,1,さかい学,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,加藤ちか,,false,落,35.742,false,true,57
r06-10-27,南関東,自由民主党,1,あかま二郎,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,水戸まさし,,false,落,34.940,false,true,57
r06-10-27,南関東,自由民主党,1,河野太郎,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,浅川義治,,false,落,31.414,false,true,57
r06-10-27,南関東,自由民主党,1,牧島かれん,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,雨宮きょうこ,,false,落,29.131,false,true,57
r06-10-27,南関東,自由民主党,1,くさま剛,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,佐藤かおり,,false,落,28.897,false,true,57
r06-10-27,南関東,自由民主党,1,堀内のり子,,false,当,100.000,false,true,57
r06-10-27,南関東,日本維新の会,1,しおさか源一郎,,false,落,28.668,false,true,57
r06-10-27,南関東,自由民主党,1,古川なおき,1,true,落,98.845,false,true,57
r06-10-27,南関東,日本維新の会,1,岸野ともやす,,false,落,,true,true,57
r06-10-27,南関東,自由民主党,1,中谷真一,2,true,落,92.600,false,true,57
r06-10-27,南関東,日本維新の会,1,吉田大成,,false,落,25.866,false,true,57
r06-10-27,南関東,自由民主党,1,えりアルフィヤ,3,true,落,90.315,false,true,57
r06-10-27,南関東,日本維新の会,1,石塚さだみち,,false,落,25.849,false,true,57
r06-10-27,南関東,自由民主党,1,鈴木けいすけ,4,true,落,85.293,false,true,57
r06-10-27,南関東,日本維新の会,1,地引直輝,,false,落,24.530,false,true,57
r06-10-27,南関東,自由民主党,1,みたに英弘,5,true,落,79.879,false,true,57
r06-10-27,南関東,日本維新の会,1,熊坂たかのり,,false,落,,true,true,57
r06-10-27,南関東,自由民主党,1,星野つよし,6,true,落,77.907,false,true,57
r06-10-27,南関東,日本維新の会,1,むなかた富次郎,,false,落,23.218,false,true,57
r06-10-27,南関東,自由民主党,1,やまぎわ大志郎,7,true,落,76.630,false,true,57
r06-10-27,南関東,日本維新の会,1,よだかずたか,,false,落,22.124,false,true,57
r06-10-27,南関東,自由民主党,1,たみやひさと,,false,落,76.403,false,true,57
r06-10-27,南関東,日本維新の会,1,京としひで,,false,落,,true,true,57
r06-10-27,南関東,自由民主党,1,松本いずみ,,false,落,75.077,false,true,57
r06-10-27,南関東,日本維新の会,1,いさじよしえ,,false,落,,true,true,57
r06-10-27,南関東,自由民主党,1,木村てつや,,false,落,74.023,false,true,57
r06-10-27,南関東,自由民主党,1,まるたこう一郎,,false,落,67.809,false,true,57
r06-10-27,南関東,自由民主党,1,門山ひろあき,,false,落,62.763,false,true,57
r06-10-27,南関東,自由民主党,1,中山のりひろ,,false,落,55.772,false,true,57
r06-10-27,南関東,自由民主党,1,山本ともひろ,,false,落,45.436,false,true,57
r06-10-27,南関東,自由民主党,1,高橋きょうすけ,,false,落,35.470,false,true,57
r06-10-27,南関東,自由民主党,28,森田鉄平,,false,,,false,false,57
r06-10-27,南関東,自由民主党,29,梅崎瑞希,,false,,,false,false,57
r06-10-27,南関東,自由民主党,30,吉沢直美,,false,,,false,false,57
r06-10-27,南関東,自由民主党,31,文月涼,,false,,,false,false,57
r06-10-27,南関東,立憲民主党,1,たじま要,,false,当,100.000,false,true,58
r06-10-27,南関東,公明党,1,角田秀穂,1,true,,,false,false,58
r06-10-27,南関東,れいわ新選組,1,たがや亮,1,true,落,49.482,false,true,58
r06-10-27,南関東,日本共産党,1,志位和夫,1,true,,,false,false,58
r06-10-27,南関東,立憲民主党,1,水沼ひでゆき,,false,当,100.000,false,true,58
r06-10-27,南関東,公明党,2,沼﨑満子,2,true,,,false,false,58
r06-10-27,南関東,れいわ新選組,1,三好りょう,,false,落,23.032,false,true,58
r06-10-27,南関東,日本共産党,2,はたの君枝,,false,,,false,false,58
r06-10-27,南関東,立憲民主党,1,矢崎けんたろう,,false,当,100.000,false,true,58
r06-10-27,南関東,公明党,3,原田直樹,,false,,,false,false,58
r06-10-27,南関東,れいわ新選組,1,ミサオ・レッドウルフ,,false,落,,true,true,58
r06-10-27,南関東,日本共産党,3,さいとう和子,,false,,,false,false,58
r06-10-27,南関東,立憲民主党,1,安藤じゅん子,,false,当,100.000,false,true,58
r06-10-27,南関東,公明党,4,豊澤健児,,false,,,false,false,58
r06-10-27,南関東,れいわ新選組,4,竹内雅浩,,false,,,false,false,58
r06-10-27,南関東,日本共産党,4,横山せいご,,false,落,,true,true,58
r06-10-27,南関東,立憲民主党,1,本庄さとし,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,おくの総一郎,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,しのはら豪,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,早稲田ゆき,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,あおやぎ陽一郎,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,中谷一馬,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,江田けんじ,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,笠ひろふみ,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,あべともこ,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,太ひでし,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,ごとう祐一,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,そうの創,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,大塚さゆり,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,中島かつひと,,false,当,100.000,false,true,58
r06-10-27,南関東,立憲民主党,1,谷田川はじめ,1,true,落,97.638,false,true,58
r06-10-27,南関東,立憲民主党,1,佐々木ナオミ,2,true,落,96.377,false,true,58
r06-10-27,南関東,立憲民主党,1,みやかわ伸,3,true,落,96.331,false,true,58
r06-10-27,南関東,立憲民主党,1,岡島かずまさ,4,true,落,95.336,false,true,58
r06-10-27,南関東,立憲民主党,1,長友よしひろ,5,true,落,91.170,false,true,58
r06-10-27,南関東,立憲民主党,1,山崎誠,6,true,落,83.730,false,true,58
r06-10-27,南関東,立憲民主党,1,佐藤たかし,,false,落,79.074,false,true,58
r06-10-27,南関東,立憲民主党,1,中村たけと,,false,落,77.572,false,true,58
r06-10-27,南関東,立憲民主党,1,鈴木みつたか,,false,落,68.680,false,true,58
r06-10-27,南関東,立憲民主党,1,ひだか剛,,false,落,42.742,false,true,58
r06-10-27,南関東,立憲民主党,1,やなぎや東三楼,,false,落,39.500,false,true,58
r06-10-27,南関東,立憲民主党,30,金子健一,,false,,,false,false,58
r06-10-27,南関東,立憲民主党,31,今野典人,,false,,,false,false,58
r06-10-27,南関東,立憲民主党,32,爲谷義隆,,false,,,false,false,58
r06-10-27,南関東,国民民主党,1,深作ヘスス,1,true,落,78.641,false,true,59
r06-10-27,南関東,参政党,1,鈴木あつし,1,true,,,false,false,59
r06-10-27,南関東,国民民主党,1,岡野純子,2,true,落,77.286,false,true,59
r06-10-27,南関東,参政党,2,江岡たかひろ,,false,落,,true,true,59
r06-10-27,南関東,国民民主党,1,西岡よしたか,3,true,落,76.634,false,true,59
r06-10-27,南関東,参政党,2,藤田しゅういち,,false,落,18.461,false,true,59
r06-10-27,南関東,国民民主党,1,平戸航太,,false,落,62.645,false,true,59
r06-10-27,東京都,日本共産党,1,田村智子,1,true,,,false,false,60
r06-10-27,東京都,立憲民主党,1,海江田万里,,false,当,100.000,false,true,60
r06-10-27,東京都,れいわ新選組,1,くしぶち万里,1,true,落,33.386,false,true,60
r06-10-27,東京都,社会民主党,1,桜井夏来,,false,,,false,false,60
r06-10-27,東京都,日本共産党,2,宮本徹,,false,落,62.335,false,true,60
r06-10-27,東京都,立憲民主党,1,手塚よしお,,false,当,100.000,false,true,60
r06-10-27,東京都,れいわ新選組,1,よだかれん,,false,落,26.409,false,true,60
r06-10-27,東京都,日本共産党,3,谷川智行,,false,落,37.925,false,true,60
r06-10-27,東京都,立憲民主党,1,落合貴之,,false,当,100.000,false,true,60
r06-10-27,東京都,れいわ新選組,3,伊勢崎賢治,,false,,,false,false,60
r06-10-27,東京都,日本共産党,4,坂井和歌子,,false,,,false,false,60
r06-10-27,東京都,立憲民主党,1,松尾あきひろ,,false,当,100.000,false,true,60
r06-10-27,東京都,れいわ新選組,4,赤木善美,,false,,,false,false,60
r06-10-27,東京都,日本共産党,5,伊藤和子,,false,,,false,false,60
r06-10-27,東京都,立憲民主党,1,吉田はるみ,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,山岸一生,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,あくつ幸彦,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,酒井なつみ,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,末松義規,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,大河原まさこ,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,山花郁夫,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,伊藤しゅんすけ,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,ながつま昭,,false,当,100.000,false,true,60
r06-10-27,東京都,立憲民主党,1,高松さとし,,false,当,100.000,false,true,60
