election_id,block,rank,party,votes,share_pct,is_total_row,source_page
r08-02-08,南関東,11,社会民主党,91827,1.24,false,39
r08-02-08,南関東,,__TOTAL__,7417463,100.00,true,39
r08-02-08,東京都,1,自由民主党,2243625,33.10,false,40
r08-02-08,東京都,2,中道改革連合,1119155,16.51,false,40
r08-02-08,東京都,3,チームみらい,887849,13.10,false,40
r08-02-08,東京都,4,国民民主党,746660,11.02,false,40
r08-02-08,東京都,5,参政党,427028,6.30,false,40
r08-02-08,東京都,6,日本共産党,407146,6.01,false,40
r08-02-08,東京都,7,日本維新の会,384487,5.67,false,40
r08-02-08,東京都,8,日本保守党,209329,3.09,false,40
r08-02-08,東京都,9,れいわ新選組,179614,2.65,false,40
r08-02-08,東京都,10,減税日本・ゆうこく連合,89161,1.32,false,40
r08-02-08,東京都,11,社会民主党,84362,1.24,false,40
r08-02-08,東京都,,__TOTAL__,6778416,100.00,true,40
r08-02-08,北陸信越,1,自由民主党,1387716,42.09,false,41
r08-02-08,北陸信越,2,中道改革連合,651331,19.76,false,41
r08-02-08,北陸信越,3,国民民主党,322739,9.79,false,41
r08-02-08,北陸信越,4,参政党,285897,8.67,false,41
r08-02-08,北陸信越,5,日本維新の会,231686,7.03,false,41
r08-02-08,北陸信越,6,日本共産党,140311,4.26,false,41
r08-02-08,北陸信越,7,れいわ新選組,100497,3.05,false,41
r08-02-08,北陸信越,8,日本保守党,73566,2.23,false,41
r08-02-08,北陸信越,9,社会民主党,50017,1.52,false,41
r08-02-08,北陸信越,10,減税日本・ゆうこく連合,40094,1.22,false,41
r08-02-08,北陸信越,11,安楽死制度を考える会,13014,0.39,false,41
r08-02-08,北陸信越,,__TOTAL__,3296868,100.00,true,41
r08-02-08,東海,1,自由民主党,2628008,37.65,false,42
r08-02-08,東海,2,中道改革連合,1199580,17.19,false,42
r08-02-08,東海,3,国民民主党,836102,11.98,false,42
r08-02-08,東海,4,参政党,527291,7.56,false,42
r08-02-08,東海,5,チームみらい,478316,6.85,false,42
r08-02-08,東海,6,日本維新の会,400964,5.74,false,42
r08-02-08,東海,7,日本共産党,241848,3.47,false,42
r08-02-08,東海,8,れいわ新選組,218838,3.14,false,42
r08-02-08,東海,9,減税日本・ゆうこく連合,209174,3.00,false,42
r08-02-08,東海,10,日本保守党,175506,2.51,false,42
r08-02-08,東海,11,社会民主党,63729,0.91,false,42
r08-02-08,東海,,__TOTAL__,6979356,100.00,true,42
r08-02-08,近畿,1,自由民主党,2842876,30.41,false,43
r08-02-08,近畿,2,日本維新の会,2168635,23.20,false,43
r08-02-08,近畿,3,中道改革連合,1332752,14.26,false,43
r08-02-08,近畿,4,国民民主党,651785,6.97,false,43
r08-02-08,近畿,5,参政党,631179,6.75,false,43
r08-02-08,近畿,6,チームみらい,553496,5.92,false,43
r08-02-08,近畿,7,日本共産党,480188,5.14,false,43
r08-02-08,近畿,8,日本保守党,259055,2.77,false,43
r08-02-08,近畿,9,れいわ新選組,247048,2.64,false,43
r08-02-08,近畿,10,減税日本・ゆうこく連合,105647,1.13,false,43
r08-02-08,近畿,11,社会民主党,75014,0.80,false,43
r08-02-08,近畿,,__TOTAL__,9347675,100.00,true,43
r08-02-08,中国,1,自由民主党,1297078,43.17,false,44
r08-02-08,中国,2,中道改革連合,620211,20.64,false,44
r08-02-08,中国,3,国民民主党,273263,9.09,false,44
r08-02-08,中国,4,参政党,252036,8.39,false,44
r08-02-08,中国,5,日本維新の会,213428,7.10,false,44
r08-02-08,中国,6,日本共産党,109968,3.66,false,44
r08-02-08,中国,7,れいわ新選組,87272,2.90,false,44
r08-02-08,中国,8,日本保守党,73431,2.44,false,44
r08-02-08,中国,9,減税日本・ゆうこく連合,40460,1.35,false,44
r08-02-08,中国,10,社会民主党,37654,1.25,false,44
r08-02-08,中国,,__TOTAL__,3004801,100.00,true,44
r08-02-08,四国,1,自由民主党,691402,42.04,false,45
r08-02-08,四国,2,中道改革連合,299777,18.23,false,45
r08-02-08,四国,3,国民民主党,213661,12.99,false,45
r08-02-08,四国,4,参政党,138187,8.40,false,45
r08-02-08,四国,5,日本維新の会,121217,7.37,false,45
r08-02-08,四国,6,日本共産党,68324,4.15,false,45
r08-02-08,四国,7,れいわ新選組,49267,3.00,false,45
r08-02-08,四国,8,日本保守党,44284,2.69,false,45
r08-02-08,四国,9,社会民主党,18674,1.14,false,45
r08-02-08,四国,,__TOTAL__,1644793,100.00,true,45
r08-02-08,九州,1,自由民主党,2516334,39.86,false,46
r08-02-08,九州,2,中道改革連合,1181744,18.72,false,46
r08-02-08,九州,3,参政党,519904,8.23,false,46
r08-02-08,九州,4,国民民主党,505129,8.00,false,46
r08-02-08,九州,5,チームみらい,375396,5.95,false,46
r08-02-08,九州,6,日本維新の会,374428,5.93,false,46
r08-02-08,九州,7,日本共産党,210755,3.34,false,46
r08-02-08,九州,8,れいわ新選組,207318,3.28,false,46
r08-02-08,九州,9,日本保守党,151773,2.40,false,46
r08-02-08,九州,10,社会民主党,142166,2.25,false,46
r08-02-08,九州,11,減税日本・ゆうこく連合,128713,2.04,false,46
r08-02-08,九州,,__TOTAL__,6313660,100.00,true,46
